,var 0,var 1,var 2,var 3,var 4,obj 0,obj 1,obj 2,obj 3,obj 4,obj 5
0,7.0509114398114745,15.224290751274188,7.482658870078702,2.0037531615549855,2.655662920665028,0.013140686101694601,0.062140548848465996,0.05786159159568167,0.14423321816063722,0.2273907334479604,5.442248252318037e-16
1,5.725625131765989,14.075129975077877,9.967608634054884,0.0,2.142933175095567,0.014371162634613079,0.06571969518570303,0.062270773869458125,0.16571451529728715,0.15713480960553197,0.0
2,10.467117835447926,19.949976449600452,19.21302971540036,1.9733264031727007,0.431794306626541,0.47240518042033725,0.6686228226726627,0.25881369260321085,0.4142265851206677,0.11241769459710074,0.0
3,17.242077095002614,19.82007315534137,19.04696205212631,0.7967752705829397,0.1858038644199635,0.25327821515051935,0.22160682545038077,0.9191241186928352,1.0155422364230982,0.0055309505741773565,0.0
4,6.813858277081564,19.461388640317164,18.616226673741792,1.6531335919809818,0.786169951671938,0.10214111007215762,0.14218584730515393,0.16313379900352049,0.21935539600140405,0.12949778099662343,1.1468967020917447
5,18.475433250980497,19.86446777847556,19.04696205212631,0.7771280155459389,1.848617621632608,0.9840587626008989,1.004938773220819,0.564223724215286,0.6114348260748955,2.6980246703304187e-05,1.993010834589125e-19
6,0.4577088055159322,19.955591949203562,19.21302971540036,1.9999087540335578,0.4044100316946364,0.7096450145271935,0.7560696517425826,0.8155054794425772,0.9124980144470419,0.06295390897437642,0.0
7,3.940518244053515,19.919231861451063,19.04696205212631,0.6540813009358735,0.14925009368930897,0.7121776262005598,0.8140315853661658,0.6068986807783902,0.6996420567884858,0.0449670778388403,0.0
8,4.527619946472794,19.949976449600452,17.171147457882128,1.9733264031727007,0.431794306626541,0.11902826998524615,0.1428400235359045,0.219000565248626,0.26082617636778416,0.10195768366091837,0.9891361457052937
9,1.6429153271658068,19.92011453141867,19.21302971540036,2.0339830815215003,0.1591878911015475,0.5572452154371249,0.601562515582958,0.722199543226905,0.7930583185400745,0.12410913483519921,0.0
